	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76	V77	V78	V79	V80	V81	V82	V83	V84	V85	V86	V87	V88	V89	V90	V91	V92	V93	V94	V95	V96	V97	V98	V99	V100	V101	V102	V103	V104	V105	V106	V107	V108	V109	V110	V111	V112	V113	V114	V115	V116	V117	V118	V119	V120	V121	V122	V123	V124	V125	V126	V127	V128	V129	V130	V131	V132	V133	V134	V135	V136	V137	V138	V139	V140	V141	V142	V143	V144	V145	V146	V147	V148	V149
Sebocytes	0.00878333333333337	0.00244333333333335	0	0	0	0.000143333333333384	0	0.000213333333333288	0	0	0.00353333333333339	0.191846666666667	0	0.32505	0.164816666666667	0.13273	0	0.26641	0	0.0921333333333333	0	1	0	0	0	0.12655	0.000986666666666691	0.00353333333333339	0	0.0722	0.0346033333333333	0.000299999999999967	0.0029366666666667	0.00160666666666665	0.00996333333333332	0.295836666666667	0.000143333333333384	1	0.000439999999999996	1	0.01276	1	0.0442733333333334	0	0.01276	0	0.00160666666666665	0.0112633333333333	0.00996333333333332	0	0	0.0722	0	1	1	0.00775000000000003	0.178423333333333	0.0551533333333334	0.171646666666667	0.00491333333333333	1	0	0.00198333333333334	0	0.0819133333333333	0	0.0159833333333333	0	0.120433333333333	0.0196466666666667	0	0.000780000000000003	0	0.0634966666666666	0.0159833333333333	0	0	0.01774	0.02391	0.05936	0	0	0.05936	9.99999999995449e-06	0.000606666666666644	0.0551533333333334	0	0	0.0374933333333334	0	0.02634	1	0	0	0.00491333333333333	1	2.000000000002e-05	0.0346033333333333	0	0	0	0.00423666666666667	0	9.00000000000345e-05	0.314663333333333	0.233286666666667	0.00491333333333333	0	0.212616666666667	0	0.000143333333333384	0.000439999999999996	0	0.09751	0.0477766666666667	0.164816666666667	0	0	0	1	0.108653333333333	0	0	0.0159833333333333	0.226483333333333	0.114393333333333	0	0.32505	1	0.06774	0	0.0374933333333334	0.284686666666667	0	0.000986666666666691	0.184953333333333	0	0.00198333333333334	0.01276	0.000299999999999967	0.09751	0.295836666666667	0.31856	0.13273	0.000780000000000003	0	0.0374933333333334	0.191846666666667	0
Skeletal muscle	1	1	1	1	1	1	0.964166666666667	1	0.911053333333333	1	1	0.104743333333333	1	1	1	1	1	0	1	1	1	1	1	0	0.09768	1	1	1	1	1	1	1	0.34012	0	0.41264	0	0.88311	1	1	1	1	0.421166666666667	1	1	1	0.953806666666667	1	1	1	1	1	0.301966666666667	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	0	1	0.3249	1	1	1	1	1	1	1	0.86865	1	1	1	1	1	0.000153333333333339	1	0.845646666666667	1	0.588686666666667	1	1	0	1	0.0909566666666667	1	1	1	1	0.97826	0.73919	0.959006666666667	1	1	1	0.936546666666667	1	0.904093333333333	0.195343333333333	1	1	1	1	1	0.876016666666667	1	1	1	1	0.773333333333333	1	1	0	0	1	0.0363666666666667	1	0	1	1	0	1	1	1	1	0.63345	0.0167233333333333	1	1	0.959006666666667	0.704313333333333	0.0197000000000001	1	1
Smooth muscle	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.489516666666667	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.480686666666667	1	1	1	1	0.0567766666666667	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Tgd cells	0	0.285306666666667	0.828323333333333	1	0.549703333333333	0.933803333333333	0.297113333333333	0.697386666666667	1	0.91386	1	0.0168933333333333	0.651446666666667	0.389936666666667	0.61378	0.290746666666667	0.894386666666667	0.0738166666666666	1	0.11345	1	0	0.97488	0.0931733333333333	0	0.615033333333333	0.286003333333333	0.67944	0.0731033333333333	0.199443333333333	0.236476666666667	0.980903333333333	1	1	0.00592666666666664	0	0.912473333333333	0.1946	0.417106666666667	0.461446666666667	0.503093333333333	0.267653333333333	0.819813333333333	0.683603333333333	1	0.395413333333333	1	1	1	0.43992	0.160756666666667	1	1	0.31699	0.473246666666667	0.22694	0.193383333333333	0.446983333333333	1	0	0.540183333333333	0.431886666666667	1	0.585743333333333	0.194013333333333	0.636733333333333	1	0.0749666666666666	1	1	0.758716666666667	1	1	0.571966666666667	0.637973333333333	1	0.000900000000000012	0.45001	0.83688	1	0.03486	0.532963333333333	0.431886666666667	1	0.709636666666667	0.354226666666667	1	1	0.702903333333333	0.87277	0.45725	0.89152	0.585743333333333	0.20873	0.88861	0.00675666666666663	1	0.346793333333333	0.56694	0.4489	1	0.200106666666667	1	0.704276666666667	0.25377	0	0.161293333333333	1	0.70828	1	0.119956666666667	0.329566666666667	1	0.702903333333333	0.210013333333333	0.19215	0.453013333333333	0.894386666666667	1	0.13394	0.0562133333333333	0.3855	0.521166666666667	0.372843333333333	0.350866666666667	0.14319	1	1	0.299996666666667	0.0281	0.0784833333333333	0.42986	0.722136666666667	1	0.96442	0.96442	1	0.792736666666667	0.72082	0.0731033333333333	0.28676	1	1	0.300736666666667	0.38905	0.0243466666666666	1	0.55593	0.903906666666667
Th1 cells	0.392	0.0279566666666666	0.08766	0.434226666666667	0.000430000000000041	0.02162	0.308956666666667	0.01423	0.0849166666666666	0	0.312563333333333	0.125326666666667	0.155813333333333	0.00556333333333336	0.55086	0.72353	0.02029	0.03512	0.00984333333333332	0.0332233333333334	0	1	0.0722699999999999	0.561066666666667	0	0.00270999999999999	0.40164	0.26477	0.0029433333333333	0.42623	0.438866666666667	0.41778	0.355903333333333	0.126543333333333	0.189566666666667	0	0.105486666666667	0.443433333333333	0.217763333333333	0.0573366666666667	0.04738	0.216653333333333	0.0419633333333334	0	0.0497	0.00539999999999996	0.0521466666666667	0.000516666666666721	6.66666666666593e-05	0.000803333333333378	0.0186033333333333	0.0333333333333333	0	0.124426666666667	0.18611	0.000330000000000052	0.00881666666666669	0.112286666666667	0	0.00248999999999999	0.0438333333333333	0.57038	0.09302	0.0973433333333333	0.00239333333333336	0	0.12085	0.0871933333333333	0.0616	0.591866666666667	0	0.00136999999999998	0.387106666666667	0.000113333333333299	0.10667	0.08004	0.0959866666666667	0.0208366666666666	1	0.0691966666666667	0.0934199999999999	0.03091	0.355903333333333	0.18225	0.0260733333333333	1	0.000826666666666642	0.165746666666667	0.00890000000000002	0.07482	0	0.0443566666666667	0	0	0.0047166666666667	0.42065	0	0.858656666666667	8.66666666666793e-05	0.265276666666667	0.0190766666666666	0.0158833333333334	0	0.82548	0	0	0.963006666666667	0.0663866666666667	1	0.0764533333333334	0.07501	0.0120966666666666	0.676026666666667	0.08766	0.485423333333333	0.0092133333333333	0.0421533333333334	0.105016666666667	0	0.112286666666667	0.02657	0	0.0701933333333333	0	0.22685	0.359483333333333	0.410896666666667	0.0326233333333333	1.33333333333097e-05	0	0.00055666666666665	0.17854	0.0344633333333333	0	0.21887	0.04419	0	0.0569633333333334	0.0770866666666666	0.556606666666667	6.66666666671034e-06	0.00723666666666667	0	0.154186666666667	0.53088	0.00392999999999999	0.0915133333333333	0.56308	0.0097733333333333
Th2 cells	0.0449066666666667	1	0.6792	0.54234	1	1	0.717516666666667	0.8949	1	1	1	0.685853333333333	0.792486666666667	1	0.544733333333333	0.356706666666667	1	0.960156666666667	1	0.711133333333333	0.550733333333333	0.157763333333333	0.356706666666667	0.36476	0.0262133333333333	0.72773	1	0.638933333333333	1	0.591433333333333	0.301413333333333	1	1	0.784563333333333	0.000706666666666633	1	1	0.12085	1	1	1	1	1	1	1	0.845766666666667	1	1	0.939143333333333	0.589186666666667	0.75719	1	1	1	1	1	1	1	1	0.626253333333333	0.950233333333333	0.51395	1	1	0.46745	0.442743333333333	1	0.227626666666667	1	1	1	1	1	0.439383333333333	1	1	0	0.459436666666667	0.347613333333333	1	0.47654	1	0.49635	1	0.50218	0.24782	1	0.657683333333333	0.33088	0.943223333333333	1	1	1	0.940496666666667	0.52851	0.52589	1	0.224213333333333	0.785936666666667	0.529626666666667	0.74193	0.192563333333333	1	0.88943	1	0.0676666666666667	0.139226666666667	1	0.358866666666667	1	0.697223333333333	0.32591	1	1	0.323933333333333	0.875693333333333	0.74193	1	1	0.610156666666667	0.58807	1	0.666576666666667	0.590383333333333	0.939143333333333	0.117376666666667	0.84302	1	1	0.947393333333333	0.49392	0.584493333333333	1	1	1	0.517573333333333	1	1	0.379913333333333	0.85406	0.409893333333333	0.937653333333333	1	0.182143333333333	1	0.119533333333333	0.941913333333333	0.296776666666667	1
Tregs	0.491286666666667	0.186996666666667	1	0.02001	0	0.190976666666667	0	0.02851	1	1	0.399146666666667	0.10026	0.05344	0.343843333333333	0	0.0216533333333333	0.108783333333333	0.0258733333333333	0.140756666666667	0.0584066666666667	0.959703333333333	0	0.0776333333333333	0	0.306623333333333	0.310923333333333	0.01678	0.0403466666666666	0.02124	0.0353466666666666	7.00000000000145e-05	0.1671	0.0346866666666666	0.11496	0.0657833333333333	1	0.0375666666666666	0.0220833333333333	0.07028	0.188573333333333	0.210436666666667	0.00322333333333336	0.00952666666666668	1	0.612443333333333	0.680686666666667	0.266783333333333	0.06109	0.7453	0.236396666666667	0.0146866666666666	0.26391	1	0.12632	0.0623899999999999	0.123913333333333	0.112976666666667	0.102726666666667	0.45837	0.0197033333333333	0.12333	0	0.236396666666667	0.20793	1	0.70678	0.151773333333333	0.16133	0.12799	0.0288966666666667	1	0.06751	0.0352233333333334	1	0.299206666666667	0.0772333333333334	0.133846666666667	0.597163333333333	0	0.125106666666667	0.2307	0.07644	0.339253333333333	0.0412466666666667	0.59573	0	1	0.213813333333333	0.12862	0.5661	0.0222533333333333	0.05296	0.356786666666667	1	0.261796666666667	0.15493	0.152366666666667	0	0.0978466666666666	0.470963333333333	0.289716666666667	0.135683333333333	1	0.0343633333333333	0.0643833333333333	0.863306666666667	0.00634000000000001	0.373983333333333	0	0.325316666666667	0.00121333333333329	0.131826666666667	0.176303333333333	0.00718333333333332	0	0.0249733333333333	0.393023333333333	0.250366666666667	1	0.01816	0.134393333333333	0.325316666666667	0.25421	1	0.0375666666666666	0.05275	0.06472	0.00310999999999995	0.947546666666667	1	1	0.05526	0.44014	1	0.614036666666667	0.0814033333333334	1	0.02036	0.0230533333333334	0.0507833333333333	0.0360966666666667	0.140006666666667	1	0.00410999999999995	0	0.987066666666667	0.175633333333333	0	0.0119733333333333
aDC	0	0.0135266666666667	0.0108266666666667	0	0	0	0	0	0	0.0100066666666667	0	0.00612333333333337	0	1	0	0	0	0	0	0	0.118983333333333	0	0	0	0.03549	0.0523666666666667	0	0	0	0.0172600000000001	0	0	0.00531999999999999	0.11425	0.0018866666666667	1	9.99999999995449e-06	0	0	0	0	0	0.325806666666667	0	0	0	0	0	0.07812	0	0.18246	0.707136666666667	0	0	0.0965166666666667	0.0222433333333333	0	0	0	0	0.0121	0	0	0	0.392176666666667	0	0	0.0119666666666667	0	0	0	0.00779333333333332	0	0.0570566666666666	0	0.00434666666666672	0	0	0	0	0	0.0293333333333333	0	0	1	0	0	0	0.0511166666666667	0.000856666666666617	0.695973333333333	0	0.88179	0	1	0	0.00141000000000002	0	0.858266666666667	0.03093	0	0	0	0	0.00558000000000003	0	0	0	0	0	0	0	0	0.18246	0	0.9558	0.875063333333333	0	0	0	0	0	0	0.0815533333333334	0.000473333333333326	0	0	0.0905566666666666	0.2265	0.765273333333333	1	0.216783333333333	0	0	0	1	0	0.0570566666666666	0.0266366666666666	0	0.0739	1	0	0.029	0	0	0.000856666666666617	0	0
cDC	0	0.219283333333333	0.02845	0.000423333333333331	0	0.00122333333333335	0	0.00284333333333331	0	0.266466666666667	0	0	0.0329166666666667	1	0.00302000000000002	0	0.00212999999999997	0.0120333333333333	0.06432	0	1	0	0.000256666666666683	0	0.05998	1	1	0.000170000000000003	0	0.0103633333333333	0	0	0.000110000000000054	0.00347333333333333	0.631703333333333	1	0.00944999999999996	0	0	0	0.275193333333333	0.00768666666666662	0.157296666666667	0.89967	0.0137966666666667	0.06432	0.0203933333333334	0	1	0.116036666666667	1	0.138436666666667	1	0.28094	0.0263099999999999	0.576	1	1	0.0346033333333333	0	0.379326666666667	0	0	0.160953333333333	1	0	0.00959333333333334	0.00168000000000001	0	0	0.00119333333333338	0.475196666666667	0	1	0	0.0250233333333333	0.0152766666666667	0	0	0.000223333333333353	0	0.19236	0	0	0.00665666666666664	0	0	0.0218466666666667	0.0233833333333333	1.33333333333097e-05	0.534463333333333	0.0786	1	0.19445	1	0	0.26923	0	0.26923	0	0.00489666666666666	0	1	0	0	0.35563	0.000460000000000016	2.000000000002e-05	0	0	0.00239	0	0.0954366666666666	0.296543333333333	0.231383333333333	1	0.129153333333333	0	0.0218466666666667	0.0275933333333334	0.221673333333333	0	0.000913333333333322	0.379326666666667	0.00392999999999999	0.39644	0	0.00381666666666669	1	1	0.00320666666666669	1	0.0275933333333334	1	0	1	0.00284333333333331	1	0.00335333333333332	0	0.212313333333333	0.137	0.0528866666666666	2.33333333333752e-05	0	0	0	0	0.00347333333333333
iDC	0.440736666666667	0.244573333333333	0	0.563346666666667	0	0.0266033333333333	0	0	0	0.324906666666667	0	0	0.00244666666666671	1	0	0	0	0.221946666666667	0.577976666666667	0.0057233333333333	0.445413333333333	0.00153000000000003	0.22379	0.17613	0	0.13533	0.0394066666666667	0	0	4.33333333332842e-05	0.262306666666667	0.02924	0	0.00817999999999997	0.107373333333333	0.0251266666666666	0.37049	0	0.0923166666666667	0.26801	0.53176	0.0574066666666667	0.110013333333333	0.275923333333333	0.0118766666666666	0.76988	0.76988	0.02108	0.0112333333333333	0.0155733333333333	0	0	0.116696666666667	0.960663333333333	0.0266033333333333	0.113973333333333	1	0.115303333333333	0	0.860346666666667	0.34842	0.111316666666667	0.312573333333333	0	6.66666666671034e-06	0	0	0	0.273933333333333	0.00553666666666663	0.000140000000000029	6.66666666671034e-06	0.00265333333333329	1	0.00817999999999997	0.29356	0.285413333333333	0	0	0.291573333333333	0.404476666666667	0.00182666666666664	0	0.000183333333333313	0	0.0271433333333333	0.00405999999999995	0.0565233333333334	4.33333333332842e-05	0	0.62216	0.0236433333333333	0.0536799999999999	0.130923333333333	0	0.703746666666667	0.497853333333333	0	0	0	0.000539999999999985	2.33333333333752e-05	0.928773333333333	0	0	1	0.0067733333333333	0.0206466666666667	0	0.295706666666667	0.752933333333333	0	1	0.00169666666666668	0.188156666666667	0.17777	0	0.379263333333333	0	0.590123333333333	0.858003333333333	0	0	0	0.4158	0.592523333333333	0.150663333333333	0	0.0504466666666666	0.12236	2.99999999999745e-05	0.00275999999999998	0.67905	0.85548	0.00699000000000005	0	0.50764	0.35275	0	0.42028	0.28734	0	0.0853	0	0	2.99999999999745e-05	0	0	0.000950000000000006
ly Endothelial cells	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000243333333333373	0	0.436676666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.361566666666667	0	0	0	0	0.131633333333333	0	0	0	0	1	0.148886666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14446	0	0	0	0.235133333333333	0	0	0	0.398123333333333	0	0	0	0.108506666666667	0	0.776523333333333	0	0.0778333333333333	0	1	0	0	0	0.83761	0	0	0.42599	0	0	0.1007	0	0	0	0.0778333333333333	0	0	0	0	0	1	0	0	0	0	0	0	0.393076666666667	0	0.0100566666666667	0	0.19146	0	0	0	0	0	0.128826666666667	0	0	0	0	0	0	1	0	0.0314466666666666	0	0	0	0	0.0848566666666667	0	0	0.52577
mv Endothelial cells	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00461666666666671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00120666666666669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00736333333333339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152713333333333	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
naive B-cells	0.00402666666666662	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0.25164	1	0	1	0.00903333333333334	0.05048	1	1	1	0.00053666666666663	1	1	0.000213333333333288	1	1	1	1	1	0.00929333333333338	1	0.0391033333333334	1	0.154426666666667	1	1	1	1	1	1	1	1	1	1	1	1	1	0.18073	1	1	1	0	1	0.00431666666666664	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0.0230833333333333	0.0614866666666667	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0.000353333333333317	1	0.00124000000000002	1	1	1	1	1	1	1	1	1	1	0.02512	0.0567666666666666	0.00687333333333329	1	1	1	0.0241033333333334	1	1	0.0127233333333333	1	1	1	0.112986666666667	1	1	1	0.35508	1	1	1	1	1	1	0.0818	1	1	1	1	1	1	0.00451333333333337	1	1	1	1	0.04693	0.146486666666667	1	1	0.0767033333333333
pDC	0.16691	0.0445566666666667	0.68348	0.179813333333333	0.861406666666667	0.54842	0.608943333333333	0.33259	1	0.12057	0.70694	0.0949	0.12146	0.222506666666667	0.0675566666666667	0	0.762346666666667	0.462743333333333	1	0.0380766666666666	1	0.10066	1	0.11958	0.130036666666667	1	0.884026666666667	0.88816	0.118713333333333	0.0580433333333333	0.77988	0.86856	1	0.419063333333333	1	1	0.413453333333333	0.124226666666667	0.561943333333333	1	0.59473	0.206233333333333	0.884026666666667	0.270793333333333	0.305853333333333	0.300936666666667	0.64294	1	0.88024	0.0202933333333334	1	0.74794	1	0.413453333333333	0.229616666666667	0.7979	0.0194766666666667	0.7979	1	0	0.102126666666667	0.0234066666666667	1	1	0.606553333333333	0.823156666666667	1	1	0.133973333333333	1	1	1	0.37181	0.10066	0.521776666666667	0.597146666666667	1	0.599523333333333	0.0325966666666667	0.297666666666667	0.497876666666667	0.18461	0.0706633333333333	1	0.606553333333333	0.0371433333333333	1	0.68348	0.807146666666667	1	0.667956666666667	0.112706666666667	0.0814733333333333	0.0882566666666666	0.353656666666667	0.349923333333333	1	0.210213333333333	1	1	1	0.7979	1	1	0.0895133333333333	0.0941666666666666	0.101333333333333	1	0.04199	0.15034	0.64534	1	0.725716666666667	0.0273466666666666	0.54842	1	1	0.0539166666666666	1	1	1	0.487346666666667	1	0.20488	0.06501	0.20083	1	1	0.226676666666667	1	1	1	0.148203333333333	1	0.733893333333333	0.712183333333333	1	1	0.171433333333333	0.0157733333333333	0.0543333333333333	0.300936666666667	0.64294	1	0.215763333333333	0	1	1	0.481173333333333
pro B-cells	0.18568	0.53775	0.86039	1	0.0113799999999999	1	0.74338	1	0.68697	1	1	0.371436666666667	1	0.61966	1	0.255046666666667	1	0.2967	1	0.154	0.367883333333333	0.0432266666666666	0.394456666666667	0.74587	0	1	1	1	0.0863333333333334	1	0.626906666666667	0.364313333333333	1	1	0.16492	0.0314133333333333	1	0.27112	1	0.31019	0.283106666666667	0.626906666666667	1	0.194243333333333	1	0.311636666666667	1	0.346366666666667	0.61966	0.37768	0.704876666666667	1	1	0.530413333333333	1	0.442126666666667	1	1	0.51774	0.0407033333333333	1	1	1	0.45954	1	0.273323333333333	1	0.824476666666667	0.394456666666667	0.539356666666667	0.325066666666667	0.714216666666667	1	1	0.670146666666667	1	0.0517366666666667	0.291796666666667	1	0.31365	0.21441	1	1	1	1	1	1	1	0.339703333333333	0.628813333333333	0.29486	1	0.49332	0.76707	0.588356666666667	0.18815	1	0.868636666666667	0.59504	0.46683	0.486936666666667	0.225886666666667	0.26396	0.539356666666667	0.31724	0.013	0.83462	1	1	0.335833333333333	0.144533333333333	0.268436666666667	1	1	1	0.956023333333333	1	0.723866666666667	0.811393333333333	1	0.24795	0.194663333333333	0.308663333333333	0.0631966666666667	0.947763333333333	0.516283333333333	1	1	0.276816666666667	0.207533333333333	0.118853333333333	1	0.453753333333333	0.251246666666667	1	0.927516666666667	0.956023333333333	1	1	0.509546666666667	0.369713333333333	0.419163333333333	1	0.321546666666667	0.652216666666667	0.24697	0.451423333333333	0.72632	0.21522
