driver;Driver_2_cluster_label_2.0;Driver_2_cluster_label_2.1;Driver_3_cluster_label_3.0;Driver_3_cluster_label_3.1;Driver_4_cluster_label_4.0;Driver_4_cluster_label_4.2
CNBP;0.0;2.0;2.0;0.0;0.0;2.0
CNDP1;1.0;1.0;1.0;1.0;1.0;1.0
CNDP2;0.0;1.0;1.0;0.0;0.0;1.0
CNGA1;2.0;9.0;9.0;2.0;2.0;9.0
CNGA3;0.0;2.0;2.0;0.0;0.0;2.0
CNGA4;1.0;5.0;5.0;1.0;1.0;5.0
CNGB1;3.0;21.0;21.0;3.0;3.0;21.0
CNGB3;0.0;1.0;1.0;0.0;0.0;1.0
CNKSR1;1.0;2.0;2.0;1.0;1.0;2.0
CNKSR2;2.0;13.0;13.0;2.0;2.0;13.0
CNN1;0.0;7.0;7.0;0.0;0.0;7.0
CNOT2;0.0;1.0;1.0;0.0;0.0;1.0
CNOT3;1.0;6.0;6.0;1.0;1.0;6.0
CNOT4;1.0;2.0;2.0;1.0;1.0;2.0
CNOT6;1.0;2.0;2.0;1.0;1.0;2.0
CNOT7;0.0;2.0;2.0;0.0;0.0;2.0
CNOT8;2.0;6.0;6.0;2.0;2.0;6.0
CNR1;0.0;6.0;6.0;0.0;0.0;6.0
CNR2;0.0;2.0;2.0;0.0;0.0;2.0
CNTF;0.0;1.0;1.0;0.0;0.0;1.0
CNTFR;3.0;20.0;20.0;3.0;3.0;20.0
CNTN1;1.0;21.0;21.0;1.0;1.0;21.0
CNTN2;2.0;19.0;19.0;2.0;2.0;19.0
CNTN6;0.0;1.0;1.0;0.0;0.0;1.0
CNTNAP1;0.0;8.0;8.0;0.0;0.0;8.0
CNTNAP2;0.0;2.0;2.0;0.0;0.0;2.0
CNTNAP3;0.0;1.0;1.0;0.0;0.0;1.0
CNTNAP4;0.0;1.0;1.0;0.0;0.0;1.0
COG1;2.0;2.0;2.0;2.0;2.0;2.0
COG2;1.0;1.0;1.0;1.0;1.0;1.0
COG3;0.0;2.0;2.0;0.0;0.0;2.0
COG4;1.0;2.0;2.0;1.0;1.0;2.0
COG5;2.0;1.0;1.0;2.0;2.0;1.0
COG6;1.0;1.0;1.0;1.0;1.0;1.0
COG7;0.0;4.0;4.0;0.0;0.0;4.0
COG8;0.0;1.0;1.0;0.0;0.0;1.0
COL10A1;0.0;4.0;4.0;0.0;0.0;4.0
COL11A1;0.0;5.0;5.0;0.0;0.0;5.0
COL11A2;0.0;1.0;1.0;0.0;0.0;1.0
COL12A1;1.0;6.0;6.0;1.0;1.0;6.0
COL13A1;0.0;3.0;3.0;0.0;0.0;3.0
COL14A1;1.0;15.0;15.0;1.0;1.0;15.0
COL15A1;0.0;4.0;4.0;0.0;0.0;4.0
COL16A1;0.0;1.0;1.0;0.0;0.0;1.0
COL18A1;0.0;3.0;3.0;0.0;0.0;3.0
COL19A1;2.0;11.0;11.0;2.0;2.0;11.0
COL1A1;0.0;12.0;12.0;0.0;0.0;12.0
COL1A2;0.0;11.0;11.0;0.0;0.0;11.0
COL20A1;0.0;3.0;3.0;0.0;0.0;3.0
COL22A1;0.0;1.0;1.0;0.0;0.0;1.0
COL27A1;0.0;2.0;2.0;0.0;0.0;2.0
COL2A1;0.0;10.0;10.0;0.0;0.0;10.0
COL4A1;3.0;12.0;12.0;3.0;3.0;12.0
COL4A2;0.0;9.0;9.0;0.0;0.0;9.0
COL4A3;0.0;2.0;2.0;0.0;0.0;2.0
COL4A4;0.0;3.0;3.0;0.0;0.0;3.0
COL4A5;0.0;4.0;4.0;0.0;0.0;4.0
COL4A6;0.0;16.0;16.0;0.0;0.0;16.0
COL5A1;1.0;8.0;8.0;1.0;1.0;8.0
COL5A2;1.0;5.0;5.0;1.0;1.0;5.0
COL5A3;0.0;2.0;2.0;0.0;0.0;2.0
COL6A1;1.0;16.0;16.0;1.0;1.0;16.0
COL6A2;1.0;6.0;6.0;1.0;1.0;6.0
COL6A3;2.0;8.0;8.0;2.0;2.0;8.0
COL6A6;0.0;1.0;1.0;0.0;0.0;1.0
COL8A1;0.0;6.0;6.0;0.0;0.0;6.0
COL8A2;0.0;3.0;3.0;0.0;0.0;3.0
COL9A1;0.0;3.0;3.0;0.0;0.0;3.0
COL9A2;1.0;0.0;0.0;1.0;1.0;0.0
COL9A3;0.0;1.0;1.0;0.0;0.0;1.0
COLQ;0.0;1.0;1.0;0.0;0.0;1.0
COMP;1.0;4.0;4.0;1.0;1.0;4.0
COPA;2.0;8.0;8.0;2.0;2.0;8.0
COPB1;2.0;2.0;2.0;2.0;2.0;2.0
COPB2;2.0;3.0;3.0;2.0;2.0;3.0
COPE;3.0;7.0;7.0;3.0;3.0;7.0
COPG2;1.0;6.0;6.0;1.0;1.0;6.0
COPS2;2.0;6.0;6.0;2.0;2.0;6.0
COPS5;0.0;8.0;8.0;0.0;0.0;8.0
COPS6;1.0;1.0;1.0;1.0;1.0;1.0
COPS8;0.0;1.0;1.0;0.0;0.0;1.0
COPZ1;2.0;2.0;2.0;2.0;2.0;2.0
COPZ2;0.0;2.0;2.0;0.0;0.0;2.0
CORO1C;0.0;3.0;3.0;0.0;0.0;3.0
CORO2A;1.0;0.0;0.0;1.0;1.0;0.0
COTL1;0.0;1.0;1.0;0.0;0.0;1.0
COX6C;0.0;3.0;3.0;0.0;0.0;3.0
COX7A2L;0.0;4.0;4.0;0.0;0.0;4.0
COX7B;0.0;2.0;2.0;0.0;0.0;2.0
COX8A;2.0;10.0;10.0;2.0;2.0;10.0
CP;1.0;15.0;15.0;1.0;1.0;15.0
CPA1;1.0;3.0;3.0;1.0;1.0;3.0
CPA3;2.0;6.0;6.0;2.0;2.0;6.0
CPB1;0.0;5.0;5.0;0.0;0.0;5.0
CPD;0.0;1.0;1.0;0.0;0.0;1.0
CPE;0.0;1.0;1.0;0.0;0.0;1.0
CPLX1;1.0;3.0;3.0;1.0;1.0;3.0
CPNE1;0.0;1.0;1.0;0.0;0.0;1.0
CPOX;1.0;10.0;10.0;1.0;1.0;10.0
CPSF2;2.0;4.0;4.0;2.0;2.0;4.0
CPSF3;3.0;9.0;9.0;3.0;3.0;9.0
CPSF4;1.0;3.0;3.0;1.0;1.0;3.0
CPSF6;0.0;2.0;2.0;0.0;0.0;2.0
CPSF7;1.0;0.0;0.0;1.0;1.0;0.0
CPT1A;3.0;16.0;16.0;3.0;3.0;16.0
CPT1B;0.0;2.0;2.0;0.0;0.0;2.0
CPT1C;1.0;1.0;1.0;1.0;1.0;1.0
CR1;0.0;8.0;8.0;0.0;0.0;8.0
CR2;0.0;2.0;2.0;0.0;0.0;2.0
CRADD;3.0;18.0;18.0;3.0;3.0;18.0
CRB3;0.0;1.0;1.0;0.0;0.0;1.0
CREB1;3.0;18.0;18.0;3.0;3.0;18.0
CREB3;1.0;5.0;5.0;1.0;1.0;5.0
CREB3L3;1.0;4.0;4.0;1.0;1.0;4.0
CREB3L4;0.0;1.0;1.0;0.0;0.0;1.0
CREBBP;1.0;11.0;11.0;1.0;1.0;11.0
CREM;1.0;8.0;8.0;1.0;1.0;8.0
CRHBP;0.0;4.0;4.0;0.0;0.0;4.0
CRK;3.0;19.0;19.0;3.0;3.0;19.0
CRKL;3.0;9.0;9.0;3.0;3.0;9.0
CRMP1;0.0;5.0;5.0;0.0;0.0;5.0
CRNKL1;1.0;2.0;2.0;1.0;1.0;2.0
CRTC2;1.0;2.0;2.0;1.0;1.0;2.0
CRX;0.0;4.0;4.0;0.0;0.0;4.0
CRY1;0.0;5.0;5.0;0.0;0.0;5.0
CRY2;1.0;13.0;13.0;1.0;1.0;13.0
CRYAB;0.0;11.0;11.0;0.0;0.0;11.0
CSDE1;2.0;10.0;10.0;2.0;2.0;10.0
CSE1L;2.0;10.0;10.0;2.0;2.0;10.0
CSF1;1.0;9.0;9.0;1.0;1.0;9.0
CSF1R;1.0;10.0;10.0;1.0;1.0;10.0
CSF2;0.0;1.0;1.0;0.0;0.0;1.0
CSF2RA;0.0;1.0;1.0;0.0;0.0;1.0
CSF2RB;2.0;12.0;12.0;2.0;2.0;12.0
CSF3R;0.0;4.0;4.0;0.0;0.0;4.0
CSK;2.0;6.0;6.0;2.0;2.0;6.0
CSNK1A1;2.0;6.0;6.0;2.0;2.0;6.0
CSNK1A1L;0.0;2.0;2.0;0.0;0.0;2.0
CSNK1D;2.0;9.0;9.0;2.0;2.0;9.0
CSNK1G1;1.0;6.0;6.0;1.0;1.0;6.0
CSNK1G2;3.0;19.0;19.0;3.0;3.0;19.0
CSNK2A1;1.0;6.0;6.0;1.0;1.0;6.0
CSNK2A2;3.0;11.0;11.0;3.0;3.0;11.0
CSNK2B;3.0;5.0;5.0;3.0;3.0;5.0
CSRP1;0.0;6.0;6.0;0.0;0.0;6.0
CST7;0.0;1.0;1.0;0.0;0.0;1.0
CSTA;0.0;1.0;1.0;0.0;0.0;1.0
CSTB;0.0;6.0;6.0;0.0;0.0;6.0
CSTF1;3.0;18.0;18.0;3.0;3.0;18.0
CSTF2;2.0;4.0;4.0;2.0;2.0;4.0
CSTF2T;0.0;1.0;1.0;0.0;0.0;1.0
CSTF3;3.0;14.0;14.0;3.0;3.0;14.0
CTBP1;2.0;2.0;2.0;2.0;2.0;2.0
CTBP2;1.0;5.0;5.0;1.0;1.0;5.0
CTCF;0.0;1.0;1.0;0.0;0.0;1.0
CTDP1;1.0;6.0;6.0;1.0;1.0;6.0
CTDSP1;0.0;1.0;1.0;0.0;0.0;1.0
CTGF;0.0;6.0;6.0;0.0;0.0;6.0
CTHRC1;0.0;1.0;1.0;0.0;0.0;1.0
CTNNA1;2.0;14.0;14.0;2.0;2.0;14.0
CTNNA2;1.0;0.0;0.0;1.0;1.0;0.0
CTNNA3;1.0;16.0;16.0;1.0;1.0;16.0
CTNNAL1;3.0;2.0;2.0;3.0;3.0;2.0
CTNNB1;3.0;21.0;21.0;3.0;3.0;21.0
CTNND1;3.0;15.0;15.0;3.0;3.0;15.0
CTNND2;1.0;16.0;16.0;1.0;1.0;16.0
CTSB;1.0;3.0;3.0;1.0;1.0;3.0
CTSD;2.0;13.0;13.0;2.0;2.0;13.0
CTSF;0.0;1.0;1.0;0.0;0.0;1.0
CTSK;0.0;6.0;6.0;0.0;0.0;6.0
CTSS;3.0;9.0;9.0;3.0;3.0;9.0
CTTN;1.0;9.0;9.0;1.0;1.0;9.0
CUBN;0.0;3.0;3.0;0.0;0.0;3.0
CUL1;3.0;8.0;8.0;3.0;3.0;8.0
CUL2;2.0;10.0;10.0;2.0;2.0;10.0
CUL3;2.0;3.0;3.0;2.0;2.0;3.0
CUL4A;1.0;4.0;4.0;1.0;1.0;4.0
CUL4B;1.0;0.0;0.0;1.0;1.0;0.0
CUL5;1.0;3.0;3.0;1.0;1.0;3.0
CUL7;0.0;2.0;2.0;0.0;0.0;2.0
CUX1;1.0;0.0;0.0;1.0;1.0;0.0
CX3CL1;0.0;5.0;5.0;0.0;0.0;5.0
CX3CR1;0.0;3.0;3.0;0.0;0.0;3.0
CXCL1;1.0;2.0;2.0;1.0;1.0;2.0
CXCL10;1.0;5.0;5.0;1.0;1.0;5.0
CXCL11;0.0;2.0;2.0;0.0;0.0;2.0
CXCL12;2.0;22.0;22.0;2.0;2.0;22.0
CXCL13;1.0;5.0;5.0;1.0;1.0;5.0
CXCL16;1.0;0.0;0.0;1.0;1.0;0.0
CXCL2;0.0;1.0;1.0;0.0;0.0;1.0
CXCL3;0.0;3.0;3.0;0.0;0.0;3.0
CXCL9;1.0;4.0;4.0;1.0;1.0;4.0
CXCR3;0.0;1.0;1.0;0.0;0.0;1.0
CXCR4;1.0;7.0;7.0;1.0;1.0;7.0
CXCR5;0.0;4.0;4.0;0.0;0.0;4.0
CXXC1;0.0;1.0;1.0;0.0;0.0;1.0
CYB5A;0.0;1.0;1.0;0.0;0.0;1.0
CYBA;0.0;2.0;2.0;0.0;0.0;2.0
CYBB;0.0;5.0;5.0;0.0;0.0;5.0
CYCS;3.0;15.0;15.0;3.0;3.0;15.0
CYFIP1;1.0;0.0;0.0;1.0;1.0;0.0
CYLD;0.0;2.0;2.0;0.0;0.0;2.0
CYP11A1;0.0;2.0;2.0;0.0;0.0;2.0
CYP17A1;1.0;0.0;0.0;1.0;1.0;0.0
CYP19A1;0.0;1.0;1.0;0.0;0.0;1.0
CYP1A1;0.0;1.0;1.0;0.0;0.0;1.0
CYP21A2;0.0;1.0;1.0;0.0;0.0;1.0
CYP27A1;0.0;1.0;1.0;0.0;0.0;1.0
CYP2C18;3.0;7.0;7.0;3.0;3.0;7.0
CYP2C9;2.0;1.0;1.0;2.0;2.0;1.0
CYP2E1;1.0;1.0;1.0;1.0;1.0;1.0
CYP2F1;0.0;1.0;1.0;0.0;0.0;1.0
CYP3A7;0.0;2.0;2.0;0.0;0.0;2.0
CYP4A11;0.0;1.0;1.0;0.0;0.0;1.0
CYP8B1;0.0;1.0;1.0;0.0;0.0;1.0
CYR61;0.0;3.0;3.0;0.0;0.0;3.0
CYSLTR1;0.0;4.0;4.0;0.0;0.0;4.0
CYTH1;0.0;2.0;2.0;0.0;0.0;2.0
CYTH2;0.0;2.0;2.0;0.0;0.0;2.0
CYTH3;0.0;5.0;5.0;0.0;0.0;5.0
DAAM2;0.0;3.0;3.0;0.0;0.0;3.0
DAB1;0.0;3.0;3.0;0.0;0.0;3.0
DAB2;0.0;2.0;2.0;0.0;0.0;2.0
DACH1;0.0;2.0;2.0;0.0;0.0;2.0
DACT1;0.0;1.0;1.0;0.0;0.0;1.0
DAD1;0.0;5.0;5.0;0.0;0.0;5.0
DAG1;1.0;6.0;6.0;1.0;1.0;6.0
DAP3;3.0;7.0;7.0;3.0;3.0;7.0
DAPK1;3.0;4.0;4.0;3.0;3.0;4.0
DAPP1;1.0;1.0;1.0;1.0;1.0;1.0
DARS;1.0;6.0;6.0;1.0;1.0;6.0
DAXX;2.0;4.0;4.0;2.0;2.0;4.0
DBF4;1.0;4.0;4.0;1.0;1.0;4.0
DBP;0.0;7.0;7.0;0.0;0.0;7.0
DBT;2.0;5.0;5.0;2.0;2.0;5.0
DCBLD1;0.0;2.0;2.0;0.0;0.0;2.0
DCC;2.0;12.0;12.0;2.0;2.0;12.0
DCHS1;1.0;7.0;7.0;1.0;1.0;7.0
DCLK1;1.0;7.0;7.0;1.0;1.0;7.0
DCLK2;0.0;4.0;4.0;0.0;0.0;4.0
DCN;1.0;21.0;21.0;1.0;1.0;21.0
DCP1A;0.0;2.0;2.0;0.0;0.0;2.0
DCP1B;1.0;1.0;1.0;1.0;1.0;1.0
DCP2;0.0;1.0;1.0;0.0;0.0;1.0
DCTN1;1.0;16.0;16.0;1.0;1.0;16.0
DCTN2;1.0;13.0;13.0;1.0;1.0;13.0
DCTN3;1.0;5.0;5.0;1.0;1.0;5.0
DCTN6;0.0;3.0;3.0;0.0;0.0;3.0
DCX;0.0;1.0;1.0;0.0;0.0;1.0
DCXR;0.0;1.0;1.0;0.0;0.0;1.0
DDAH2;1.0;1.0;1.0;1.0;1.0;1.0
DDB1;2.0;4.0;4.0;2.0;2.0;4.0
DDIT3;0.0;4.0;4.0;0.0;0.0;4.0
DDIT4;0.0;1.0;1.0;0.0;0.0;1.0
DDOST;2.0;6.0;6.0;2.0;2.0;6.0
DDR2;0.0;2.0;2.0;0.0;0.0;2.0
DDT;1.0;0.0;0.0;1.0;1.0;0.0
DDX1;0.0;1.0;1.0;0.0;0.0;1.0
DDX17;1.0;3.0;3.0;1.0;1.0;3.0
DDX19B;0.0;2.0;2.0;0.0;0.0;2.0
DDX20;2.0;6.0;6.0;2.0;2.0;6.0
DDX23;1.0;3.0;3.0;1.0;1.0;3.0
DDX3X;1.0;4.0;4.0;1.0;1.0;4.0
DDX4;0.0;3.0;3.0;0.0;0.0;3.0
DDX42;0.0;3.0;3.0;0.0;0.0;3.0
DDX46;2.0;1.0;1.0;2.0;2.0;1.0
DDX53;0.0;1.0;1.0;0.0;0.0;1.0
DDX54;0.0;4.0;4.0;0.0;0.0;4.0
DDX56;3.0;14.0;14.0;3.0;3.0;14.0
DDX58;0.0;3.0;3.0;0.0;0.0;3.0
DECR1;0.0;1.0;1.0;0.0;0.0;1.0
DEDD;1.0;0.0;0.0;1.0;1.0;0.0
DEDD2;0.0;1.0;1.0;0.0;0.0;1.0
DEK;2.0;4.0;4.0;2.0;2.0;4.0
DES;1.0;15.0;15.0;1.0;1.0;15.0
DFFA;0.0;6.0;6.0;0.0;0.0;6.0
DFFB;2.0;12.0;12.0;2.0;2.0;12.0
DGKA;0.0;2.0;2.0;0.0;0.0;2.0
DGKB;0.0;1.0;1.0;0.0;0.0;1.0
DGKD;0.0;1.0;1.0;0.0;0.0;1.0
DGKE;0.0;1.0;1.0;0.0;0.0;1.0
DGKH;0.0;1.0;1.0;0.0;0.0;1.0
DGKI;0.0;2.0;2.0;0.0;0.0;2.0
DGKQ;0.0;1.0;1.0;0.0;0.0;1.0
DHFR;0.0;2.0;2.0;0.0;0.0;2.0
DHPS;0.0;7.0;7.0;0.0;0.0;7.0
DHX15;2.0;9.0;9.0;2.0;2.0;9.0
DHX16;0.0;3.0;3.0;0.0;0.0;3.0
DHX33;0.0;2.0;2.0;0.0;0.0;2.0
DHX35;0.0;1.0;1.0;0.0;0.0;1.0
DHX38;1.0;5.0;5.0;1.0;1.0;5.0
DHX40;1.0;0.0;0.0;1.0;1.0;0.0
DHX57;0.0;1.0;1.0;0.0;0.0;1.0
DHX8;1.0;1.0;1.0;1.0;1.0;1.0
DHX9;2.0;7.0;7.0;2.0;2.0;7.0
DIABLO;2.0;6.0;6.0;2.0;2.0;6.0
DIAPH1;1.0;5.0;5.0;1.0;1.0;5.0
DIAPH2;1.0;1.0;1.0;1.0;1.0;1.0
DIAPH3;1.0;4.0;4.0;1.0;1.0;4.0
DICER1;0.0;2.0;2.0;0.0;0.0;2.0
DIRAS1;0.0;1.0;1.0;0.0;0.0;1.0
DIRAS2;0.0;2.0;2.0;0.0;0.0;2.0
DIXDC1;0.0;2.0;2.0;0.0;0.0;2.0
DKK2;0.0;2.0;2.0;0.0;0.0;2.0
DKK3;0.0;3.0;3.0;0.0;0.0;3.0
DLAT;0.0;4.0;4.0;0.0;0.0;4.0
DLC1;0.0;2.0;2.0;0.0;0.0;2.0
DLD;3.0;11.0;11.0;3.0;3.0;11.0
DLG1;1.0;7.0;7.0;1.0;1.0;7.0
DLG2;0.0;11.0;11.0;0.0;0.0;11.0
DLG3;2.0;2.0;2.0;2.0;2.0;2.0
DLK1;0.0;2.0;2.0;0.0;0.0;2.0
DLL1;0.0;2.0;2.0;0.0;0.0;2.0
DLL3;1.0;0.0;0.0;1.0;1.0;0.0
DLL4;1.0;1.0;1.0;1.0;1.0;1.0
DLST;1.0;5.0;5.0;1.0;1.0;5.0
DLX1;1.0;0.0;0.0;1.0;1.0;0.0
DLX2;1.0;0.0;0.0;1.0;1.0;0.0
DLX4;1.0;0.0;0.0;1.0;1.0;0.0
DLX5;1.0;0.0;0.0;1.0;1.0;0.0
DMAP1;1.0;4.0;4.0;1.0;1.0;4.0
DMC1;0.0;1.0;1.0;0.0;0.0;1.0
DMD;1.0;16.0;16.0;1.0;1.0;16.0
DMPK;2.0;7.0;7.0;2.0;2.0;7.0
DNA2;1.0;1.0;1.0;1.0;1.0;1.0
DNAH3;1.0;1.0;1.0;1.0;1.0;1.0
DNAH5;1.0;1.0;1.0;1.0;1.0;1.0
DNAH8;0.0;2.0;2.0;0.0;0.0;2.0
DNAH9;0.0;1.0;1.0;0.0;0.0;1.0
DNAJA1;0.0;6.0;6.0;0.0;0.0;6.0
DNAJA3;0.0;3.0;3.0;0.0;0.0;3.0
DNAJB1;1.0;2.0;2.0;1.0;1.0;2.0
DNAJB4;1.0;4.0;4.0;1.0;1.0;4.0
DNAJB5;0.0;11.0;11.0;0.0;0.0;11.0
DNAJB6;0.0;1.0;1.0;0.0;0.0;1.0
DNAJC27;0.0;7.0;7.0;0.0;0.0;7.0
DNAJC3;2.0;4.0;4.0;2.0;2.0;4.0
DNAJC6;0.0;2.0;2.0;0.0;0.0;2.0
DNAJC8;1.0;7.0;7.0;1.0;1.0;7.0
DNAL4;0.0;3.0;3.0;0.0;0.0;3.0
DNER;1.0;15.0;15.0;1.0;1.0;15.0
DNM1;1.0;4.0;4.0;1.0;1.0;4.0
DNM1L;0.0;1.0;1.0;0.0;0.0;1.0
DNM2;2.0;15.0;15.0;2.0;2.0;15.0
DNM3;0.0;2.0;2.0;0.0;0.0;2.0
DNMT1;3.0;15.0;15.0;3.0;3.0;15.0
DNMT3A;0.0;2.0;2.0;0.0;0.0;2.0
DNMT3B;0.0;1.0;1.0;0.0;0.0;1.0
DOCK1;2.0;2.0;2.0;2.0;2.0;2.0
DOCK2;1.0;7.0;7.0;1.0;1.0;7.0
DOHH;0.0;1.0;1.0;0.0;0.0;1.0
DOK1;1.0;3.0;3.0;1.0;1.0;3.0
DOK4;0.0;4.0;4.0;0.0;0.0;4.0
DPF2;2.0;0.0;0.0;2.0;2.0;0.0
DPM1;0.0;1.0;1.0;0.0;0.0;1.0
DPM2;3.0;5.0;5.0;3.0;3.0;5.0
DPP4;0.0;3.0;3.0;0.0;0.0;3.0
DPT;0.0;1.0;1.0;0.0;0.0;1.0
DPYSL3;0.0;1.0;1.0;0.0;0.0;1.0
DPYSL5;0.0;6.0;6.0;0.0;0.0;6.0
DR1;1.0;3.0;3.0;1.0;1.0;3.0
DRAP1;2.0;3.0;3.0;2.0;2.0;3.0
DRD3;0.0;2.0;2.0;0.0;0.0;2.0
DRD5;0.0;3.0;3.0;0.0;0.0;3.0
DRP2;0.0;4.0;4.0;0.0;0.0;4.0
DSC2;2.0;12.0;12.0;2.0;2.0;12.0
DSC3;0.0;1.0;1.0;0.0;0.0;1.0
DSG1;1.0;6.0;6.0;1.0;1.0;6.0
DSG2;1.0;3.0;3.0;1.0;1.0;3.0
DSG3;0.0;1.0;1.0;0.0;0.0;1.0
DSP;0.0;5.0;5.0;0.0;0.0;5.0
DSTN;0.0;5.0;5.0;0.0;0.0;5.0
DTL;0.0;8.0;8.0;0.0;0.0;8.0
DTNA;0.0;10.0;10.0;0.0;0.0;10.0
DTNB;1.0;0.0;0.0;1.0;1.0;0.0
DTX1;0.0;7.0;7.0;0.0;0.0;7.0
DTX2;0.0;2.0;2.0;0.0;0.0;2.0
DTX3;0.0;4.0;4.0;0.0;0.0;4.0
DTX3L;2.0;0.0;0.0;2.0;2.0;0.0
DUS1L;0.0;4.0;4.0;0.0;0.0;4.0
DUSP1;0.0;11.0;11.0;0.0;0.0;11.0
DUSP14;1.0;1.0;1.0;1.0;1.0;1.0
DUSP16;1.0;1.0;1.0;1.0;1.0;1.0
DUSP18;0.0;1.0;1.0;0.0;0.0;1.0
DUSP19;0.0;1.0;1.0;0.0;0.0;1.0
DUSP2;1.0;0.0;0.0;1.0;1.0;0.0
DUSP21;2.0;5.0;5.0;2.0;2.0;5.0
DUSP3;2.0;7.0;7.0;2.0;2.0;7.0
DUSP4;0.0;2.0;2.0;0.0;0.0;2.0
DUSP5;0.0;2.0;2.0;0.0;0.0;2.0
DUSP6;0.0;6.0;6.0;0.0;0.0;6.0
DUSP7;2.0;1.0;1.0;2.0;2.0;1.0
DUSP8;0.0;2.0;2.0;0.0;0.0;2.0
DVL2;1.0;10.0;10.0;1.0;1.0;10.0
DVL3;3.0;18.0;18.0;3.0;3.0;18.0
DYNC1H1;2.0;1.0;1.0;2.0;2.0;1.0
DYNC1I1;0.0;4.0;4.0;0.0;0.0;4.0
DYNC1I2;3.0;7.0;7.0;3.0;3.0;7.0
DYNLL1;2.0;8.0;8.0;2.0;2.0;8.0
DYNLL2;0.0;2.0;2.0;0.0;0.0;2.0
DYNLT1;0.0;2.0;2.0;0.0;0.0;2.0
DYRK1A;0.0;1.0;1.0;0.0;0.0;1.0
DYRK1B;1.0;3.0;3.0;1.0;1.0;3.0
DYRK2;0.0;3.0;3.0;0.0;0.0;3.0
E2F1;3.0;22.0;22.0;3.0;3.0;22.0
E2F2;1.0;12.0;12.0;1.0;1.0;12.0
E2F3;3.0;18.0;18.0;3.0;3.0;18.0
E2F4;3.0;14.0;14.0;3.0;3.0;14.0
E2F5;0.0;4.0;4.0;0.0;0.0;4.0
E2F6;3.0;8.0;8.0;3.0;3.0;8.0
EAF1;0.0;2.0;2.0;0.0;0.0;2.0
EBF1;1.0;10.0;10.0;1.0;1.0;10.0
EBF2;0.0;3.0;3.0;0.0;0.0;3.0
EBI3;1.0;10.0;10.0;1.0;1.0;10.0
ECE1;0.0;3.0;3.0;0.0;0.0;3.0
ECE2;0.0;2.0;2.0;0.0;0.0;2.0
ECHS1;2.0;4.0;4.0;2.0;2.0;4.0
ECT2;0.0;3.0;3.0;0.0;0.0;3.0
EDA;0.0;1.0;1.0;0.0;0.0;1.0
EDF1;0.0;1.0;1.0;0.0;0.0;1.0
EDIL3;1.0;11.0;11.0;1.0;1.0;11.0
EDN1;0.0;6.0;6.0;0.0;0.0;6.0
EDN2;2.0;9.0;9.0;2.0;2.0;9.0
EDN3;3.0;18.0;18.0;3.0;3.0;18.0
EDNRA;3.0;16.0;16.0;3.0;3.0;16.0
EDNRB;2.0;17.0;17.0;2.0;2.0;17.0
EEA1;1.0;3.0;3.0;1.0;1.0;3.0
EEF1A1;2.0;9.0;9.0;2.0;2.0;9.0
EEF1A2;0.0;10.0;10.0;0.0;0.0;10.0
EEF1B2;1.0;6.0;6.0;1.0;1.0;6.0
EEF1D;0.0;2.0;2.0;0.0;0.0;2.0
EEF1E1;2.0;2.0;2.0;2.0;2.0;2.0
EEF1G;0.0;8.0;8.0;0.0;0.0;8.0
EEF2;2.0;2.0;2.0;2.0;2.0;2.0
EEF2K;2.0;7.0;7.0;2.0;2.0;7.0
EFEMP2;1.0;1.0;1.0;1.0;1.0;1.0
EFHD1;0.0;2.0;2.0;0.0;0.0;2.0
EFNA1;0.0;10.0;10.0;0.0;0.0;10.0
EFNA2;0.0;4.0;4.0;0.0;0.0;4.0
EFNA3;0.0;1.0;1.0;0.0;0.0;1.0
EFNA4;1.0;3.0;3.0;1.0;1.0;3.0
EFNA5;1.0;6.0;6.0;1.0;1.0;6.0
EFNB1;1.0;2.0;2.0;1.0;1.0;2.0
EFNB2;1.0;10.0;10.0;1.0;1.0;10.0
EFNB3;0.0;5.0;5.0;0.0;0.0;5.0
EFS;0.0;12.0;12.0;0.0;0.0;12.0
EFTUD2;3.0;15.0;15.0;3.0;3.0;15.0
EGF;1.0;5.0;5.0;1.0;1.0;5.0
EGFR;3.0;21.0;21.0;3.0;3.0;21.0
EGLN1;2.0;3.0;3.0;2.0;2.0;3.0
EGLN2;0.0;2.0;2.0;0.0;0.0;2.0
EGLN3;0.0;2.0;2.0;0.0;0.0;2.0
EGR1;3.0;16.0;16.0;3.0;3.0;16.0
EGR2;1.0;4.0;4.0;1.0;1.0;4.0
EGR3;0.0;6.0;6.0;0.0;0.0;6.0
EGR4;0.0;1.0;1.0;0.0;0.0;1.0
EHD1;0.0;3.0;3.0;0.0;0.0;3.0
EHMT2;1.0;1.0;1.0;1.0;1.0;1.0
EID1;0.0;1.0;1.0;0.0;0.0;1.0
EIF1AX;1.0;5.0;5.0;1.0;1.0;5.0
EIF1B;1.0;4.0;4.0;1.0;1.0;4.0
EIF2AK3;1.0;7.0;7.0;1.0;1.0;7.0
EIF2B1;2.0;3.0;3.0;2.0;2.0;3.0
EIF2B2;1.0;2.0;2.0;1.0;1.0;2.0
EIF2B3;1.0;2.0;2.0;1.0;1.0;2.0
EIF2B4;2.0;3.0;3.0;2.0;2.0;3.0
EIF2B5;1.0;5.0;5.0;1.0;1.0;5.0
EIF2S1;3.0;15.0;15.0;3.0;3.0;15.0
